price,date_sold,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,property_inflation_index,km_from_cbd
1600000,"Saturday, 16 October 2021",Abbotsbury,2,4,2,596,House,4253,37492,220.1,32.42
1375000,"Saturday, 13 November 2021",Abbotsbury,2,4,2,625,House,4253,37492,220.1,32.42
1430000,"Saturday, 18 September 2021",Abbotsbury,2,4,2,751,House,4253,37492,220.1,32.42
1130001,"Monday, 25 October 2021",Acacia Gardens,2,4,2,350,House,3798,47060,220.1,31.04
1420000,"Friday, 15 October 2021",Acacia Gardens,2,4,2,541,House,3798,47060,220.1,31.04
1155000,"Friday, 19 November 2021",Acacia Gardens,2,4,2,541,House,3798,47060,220.1,31.04
1120000,"Friday, 17 December 2021",Acacia Gardens,2,4,2,357,House,3798,47060,220.1,31.04
1555000,"Tuesday, 14 December 2021",Alfords Point,2,4,2,692,House,3109,43732,220.1,21.79
2825000,"Thursday, 23 September 2021",Allambie Heights,2,4,2,750,House,7009,40404,220.1,11.16
2125000,"Friday, 26 November 2021",Arncliffe,2,4,2,367,House,10590,32708,220.1,10.09
2360000,"Friday, 22 October 2021",Ashfield,2,4,2,373,House,23841,35412,220.1,8.08
3170000,"Saturday, 27 November 2021",Avalon Beach,2,4,2,917,House,9905,43628,220.1,28.35
1481000,"Friday, 24 September 2021",Avoca Beach,2,4,2,740,House,4584,39728,220.1,48.53
6200000,"Saturday, 13 November 2021",Balgowlah Heights,2,4,2,682,House,3342,59228,220.1,8.19
2860000,"Wednesday, 29 December 2021",Balmain,2,4,2,278,House,10453,69784,220.1,2.81
1490000,"Monday, 25 October 2021",Bangor,2,4,2,553,House,5568,44096,220.1,23.5
1650000,"Monday, 20 December 2021",Bangor,2,4,2,650,House,5568,44096,220.1,23.5
1550000,"Friday, 17 September 2021",Bangor,2,4,2,607,House,5568,44096,220.1,23.5
1067500,"Monday, 13 December 2021",Bardia,2,4,2,478,House,1602,47788,220.1,34.46
1150000,"Sunday, 31 October 2021",Bardia,2,4,2,477,House,1602,47788,220.1,34.46
1425000,"Friday, 17 December 2021",Bateau Bay,2,4,2,552,House,12146,30316,220.1,58.53
1405000,"Tuesday, 19 October 2021",Bateau Bay,2,4,2,524,House,12146,30316,220.1,58.53
2100000,"Saturday, 18 December 2021",Baulkham Hills,2,4,2,750,House,37050,41288,220.1,24.81
1916000,"Saturday, 18 December 2021",Baulkham Hills,2,4,2,755,House,37050,41288,220.1,24.81
2000000,"Monday, 27 September 2021",Baulkham Hills,2,4,2,1018,House,37050,41288,220.1,24.81
2225000,"Saturday, 18 September 2021",Baulkham Hills,2,4,2,700,House,37050,41288,220.1,24.81
2160000,"Saturday, 30 October 2021",Baulkham Hills,2,4,2,696,House,37050,41288,220.1,24.81
3620000,"Friday, 24 December 2021",Bayview,2,4,2,1619,House,3620,40300,220.1,23.83
1450000,"Monday, 29 November 2021",Beaumont Hills,2,4,2,605,House,9042,46488,220.1,31.01
1800000,"Tuesday, 12 October 2021",Beaumont Hills,2,4,2,600,House,9042,46488,220.1,31.01
2035000,"Friday, 26 November 2021",Beaumont Hills,2,4,2,673,House,9042,46488,220.1,31.01
2841000,"Monday, 20 December 2021",Belfield,2,4,2,733,House,6322,28496,220.1,12.24
2500000,"Tuesday, 12 October 2021",Bella Vista,2,4,2,434,House,7837,43784,220.1,27.28
2600000,"Saturday, 30 October 2021",Belrose,2,4,2,765,House,8780,39728,220.1,15.92
1320000,"Friday, 29 October 2021",Bensville,2,4,2,610,House,2545,36764,220.1,43.91
1300000,"Saturday, 9 October 2021",Bensville,2,4,2,551,House,2545,36764,220.1,43.91
1058700,"Friday, 15 October 2021",Bensville,2,4,2,543,House,2545,36764,220.1,43.91
1360000,"Tuesday, 14 December 2021",Berala,2,4,2,626,House,9049,24544,220.1,16.36
1200000,"Tuesday, 16 November 2021",Berkeley Vale,2,4,2,556,House,8355,33852,220.1,61.6
1363000,"Friday, 12 November 2021",Berowra Heights,2,4,2,752,House,5264,42848,220.1,30.03
1502000,"Saturday, 25 September 2021",Berowra Heights,2,4,2,940,House,5264,42848,220.1,30.03
1915000,"Tuesday, 16 November 2021",Beverley Park,2,4,2,518,House,2393,39208,220.1,14.44
2950000,"Wednesday, 22 September 2021",Bilgola Plateau,2,4,2,765,House,3518,46956,220.1,26.3
1290000,"Tuesday, 19 October 2021",Bligh Park,2,4,2,615,House,6366,41288,220.1,45.52
1270000,"Wednesday, 20 October 2021",Bossley Park,2,4,2,656,House,14585,25012,220.1,30.17
1100000,"Wednesday, 24 November 2021",Budgewoi,2,4,2,531,House,3360,29120,220.1,76.65
1012000,"Saturday, 30 October 2021",Buff Point,2,4,2,784,House,3511,27456,220.1,76.92
1050000,"Wednesday, 22 December 2021",Bungarribee,2,4,2,450,House,2638,50440,220.1,33.4
3625000,"Saturday, 18 December 2021",Burwood,2,4,2,715,House,16030,24856,220.1,9.9
2110000,"Wednesday, 17 November 2021",Burwood,2,4,2,392,House,16030,24856,220.1,9.9
1450000,"Tuesday, 12 October 2021",Caddens,2,4,2,552,House,1475,33540,220.1,45.4
1100000,"Friday, 29 October 2021",Caddens,2,4,2,390,House,1475,33540,220.1,45.4
1260000,"Monday, 13 December 2021",Caddens,2,4,2,606,House,1475,33540,220.1,45.4
1295000,"Saturday, 11 December 2021",Camden Park,2,4,2,510,House,2238,50284,220.1,52.06
1175000,"Monday, 29 November 2021",Camden Park,2,4,2,667,House,2238,50284,220.1,52.06
1190000,"Wednesday, 10 November 2021",Camden Park,2,4,2,705,House,2238,50284,220.1,52.06
1105000,"Wednesday, 22 September 2021",Camden South,2,4,2,1346,House,4539,39832,220.1,52.86
1120000,"Tuesday, 21 September 2021",Camden South,2,4,2,812,House,4539,39832,220.1,52.86
1385000,"Monday, 11 October 2021",Camden South,2,4,2,676,House,4539,39832,220.1,52.86
1090000,"Friday, 17 September 2021",Camden South,2,4,2,828,House,4539,39832,220.1,52.86
1900000,"Friday, 22 October 2021",Campsie,2,4,2,525,House,24541,25272,220.1,11.28
2650000,"Wednesday, 13 October 2021",Carlingford,2,4,2,936,House,24394,33696,220.1,18.2
2100000,"Saturday, 27 November 2021",Carlingford,2,4,2,784,House,24394,33696,220.1,18.2
1865000,"Wednesday, 15 December 2021",Carlingford,2,4,2,695,House,24394,33696,220.1,18.2
1925000,"Saturday, 18 December 2021",Carlingford,2,4,2,929,House,24394,33696,220.1,18.2
2257500,"Thursday, 18 November 2021",Carlingford,2,4,2,740,House,24394,33696,220.1,18.2
2125000,"Monday, 22 November 2021",Carlingford,2,4,2,1037,House,24394,33696,220.1,18.2
1155000,"Monday, 18 October 2021",Carnes Hill,2,4,2,450,House,2043,44096,220.1,34.35
1173000,"Saturday, 18 September 2021",Carnes Hill,2,4,2,450,House,2043,44096,220.1,34.35
3510000,"Friday, 17 September 2021",Castle Cove,2,4,2,759,House,2554,50856,220.1,8.8
2835000,"Saturday, 18 December 2021",Castle Hill,2,4,2,889,House,39594,40924,220.1,24.76
1930000,"Tuesday, 30 November 2021",Castle Hill,2,4,2,766,House,39594,40924,220.1,24.76
1825000,"Tuesday, 12 October 2021",Castle Hill,2,4,2,733,House,39594,40924,220.1,24.76
2605000,"Monday, 13 December 2021",Castle Hill,2,4,2,755,House,39594,40924,220.1,24.76
1281000,"Tuesday, 12 October 2021",Casula,2,4,2,911,House,15662,30368,220.1,30.52
1200000,"Saturday, 20 November 2021",Casula,2,4,2,557,House,15662,30368,220.1,30.52
1130000,"Friday, 12 November 2021",Casula,2,4,2,561,House,15662,30368,220.1,30.52
1203000,"Tuesday, 21 December 2021",Casula,2,4,2,680,House,15662,30368,220.1,30.52
1073000,"Thursday, 11 November 2021",Casula,2,4,2,625,House,15662,30368,220.1,30.52
1010000,"Monday, 13 September 2021",Cecil Hills,2,4,2,476,House,7018,34944,220.1,33.92
1010000,"Saturday, 27 November 2021",Cecil Hills,2,4,2,421,House,7018,34944,220.1,33.92
3300000,"Wednesday, 15 December 2021",Chatswood,2,4,2,1682,House,24913,38324,220.1,8.15
1900000,"Tuesday, 12 October 2021",Cherrybrook,2,4,2,479,House,18765,39936,220.1,21.99
2335000,"Saturday, 18 December 2021",Cherrybrook,2,4,2,789,House,18765,39936,220.1,21.99
2297000,"Friday, 12 November 2021",Cherrybrook,2,4,2,750,House,18765,39936,220.1,21.99
2110000,"Tuesday, 30 November 2021",Cherrybrook,2,4,2,774,House,18765,39936,220.1,21.99
2285000,"Friday, 19 November 2021",Cherrybrook,2,4,2,740,House,18765,39936,220.1,21.99
2200000,"Tuesday, 30 November 2021",Cherrybrook,2,4,2,732,House,18765,39936,220.1,21.99
2030000,"Monday, 11 October 2021",Cherrybrook,2,4,2,910,House,18765,39936,220.1,21.99
2068000,"Monday, 20 December 2021",Cherrybrook,2,4,2,805,House,18765,39936,220.1,21.99
1150000,"Wednesday, 15 December 2021",Chipping Norton,2,4,2,598,House,9001,35880,220.1,24.05
1410000,"Monday, 29 November 2021",Chipping Norton,2,4,2,698,House,9001,35880,220.1,24.05
1280000,"Wednesday, 20 October 2021",Chipping Norton,2,4,2,673,House,9001,35880,220.1,24.05
1500000,"Saturday, 13 November 2021",Chipping Norton,2,4,2,669,House,9001,35880,220.1,24.05
4400000,"Friday, 12 November 2021",Chiswick,2,4,2,474,House,2926,65676,220.1,6.89
1350000,"Friday, 17 September 2021",Chittaway Bay,2,4,2,936,House,2028,31668,220.1,63.59
1150000,"Monday, 25 October 2021",Claremont Meadows,2,4,2,588,House,4776,41704,220.1,43.49
1260000,"Tuesday, 12 October 2021",Claremont Meadows,2,4,2,594,House,4776,41704,220.1,43.49
1135000,"Thursday, 25 November 2021",Claremont Meadows,2,4,2,550,House,4776,41704,220.1,43.49
1080000,"Thursday, 16 December 2021",Claremont Meadows,2,4,2,626,House,4776,41704,220.1,43.49
1144000,"Thursday, 11 November 2021",Claremont Meadows,2,4,2,560,House,4776,41704,220.1,43.49
7000000,"Monday, 22 November 2021",Clontarf,2,4,2,627,House,1737,59280,220.1,7.69
1020000,"Tuesday, 19 October 2021",Cobbitty,2,4,2,506,House,2063,43576,220.1,51.16
1110000,"Thursday, 14 October 2021",Cobbitty,2,4,2,490,House,2063,43576,220.1,51.16
1650000,"Friday, 19 November 2021",Cobbitty,2,4,2,861,House,2063,43576,220.1,51.16
1035000,"Thursday, 16 December 2021",Cobbitty,2,4,2,583,House,2063,43576,220.1,51.16
1450500,"Saturday, 9 October 2021",Colebee,2,4,2,544,House,1931,56368,220.1,36.09
1322000,"Friday, 17 December 2021",Colebee,2,4,2,510,House,1931,56368,220.1,36.09
1375000,"Thursday, 28 October 2021",Colebee,2,4,2,600,House,1931,56368,220.1,36.09
1890000,"Tuesday, 14 December 2021",Como,2,4,2,556,House,3977,49296,220.1,20.31
1520000,"Sunday, 17 October 2021",Condell Park,2,4,2,414,House,11574,25428,220.1,19.7
1300000,"Tuesday, 19 October 2021",Constitution Hill,2,4,2,556,House,3966,31096,220.1,23.17
3350000,"Friday, 12 November 2021",Coogee,2,4,2,236,House,15212,66820,220.1,7.42
1275000,"Saturday, 20 November 2021",Copacabana,2,4,2,556,House,2735,39312,220.1,46.9
1460000,"Wednesday, 13 October 2021",Copacabana,2,4,2,727,House,2735,39312,220.1,46.9
1080000,"Wednesday, 15 December 2021",Cranebrook,2,4,2,816,House,15759,40716,220.1,49.66
1010000,"Monday, 22 November 2021",Cranebrook,2,4,2,688,House,15759,40716,220.1,49.66
2750000,"Tuesday, 19 October 2021",Cromer,2,4,2,556,House,7592,40144,220.1,15.89
2550000,"Tuesday, 14 September 2021",Cromer,2,4,2,562,House,7592,40144,220.1,15.89
4675000,"Saturday, 20 November 2021",Cronulla,2,4,2,910,House,18070,52364,220.1,21.83
1025000,"Tuesday, 21 September 2021",Currans Hill,2,4,2,601,House,5309,42276,220.1,45.05
2400000,"Tuesday, 16 November 2021",Daleys Point,2,4,2,291,House,681,26936,220.1,42.27
2200000,"Saturday, 13 November 2021",Darlington,2,4,2,158,House,3097,25272,220.1,3.24
2190000,"Tuesday, 12 October 2021",Davidson,2,4,2,817,House,2849,45292,220.1,14.03
2810000,"Saturday, 23 October 2021",Davidson,2,4,2,740,House,2849,45292,220.1,14.03
1510000,"Friday, 26 November 2021",Davistown,2,4,2,603,House,2488,31668,220.1,44.49
1305000,"Friday, 24 September 2021",Davistown,2,4,2,604,House,2488,31668,220.1,44.49
6310000,"Friday, 15 October 2021",Dee Why,2,4,2,632,House,21518,44980,220.1,14.67
1100000,"Friday, 24 September 2021",Denham Court,2,4,2,400,House,1981,30056,220.1,37.48
1180000,"Thursday, 23 December 2021",Denham Court,2,4,2,450,House,1981,30056,220.1,37.48
1300000,"Thursday, 30 September 2021",Denham Court,2,4,2,312,House,1981,30056,220.1,37.48
1180000,"Monday, 25 October 2021",Denham Court,2,4,2,378,House,1981,30056,220.1,37.48
1085000,"Wednesday, 22 September 2021",Denham Court,2,4,2,400,House,1981,30056,220.1,37.48
1140000,"Saturday, 30 October 2021",Denham Court,2,4,2,325,House,1981,30056,220.1,37.48
1285800,"Saturday, 18 December 2021",Denham Court,2,4,2,368,House,1981,30056,220.1,37.48
2475000,"Friday, 12 November 2021",Denistone East,2,4,2,562,House,2250,39052,220.1,12.93
2300000,"Saturday, 16 October 2021",Denistone East,2,4,2,752,House,2250,39052,220.1,12.93
1100000,"Friday, 29 October 2021",Doonside,2,4,2,582,House,13451,27612,220.1,33.46
6260000,"Tuesday, 30 November 2021",Dover Heights,2,4,2,645,House,3802,59540,220.1,6.67
1250000,"Thursday, 16 September 2021",Dundas,2,4,2,377,House,4740,32188,220.1,16.94
2000000,"Wednesday, 24 November 2021",Earlwood,2,4,2,300,House,17741,35412,220.1,9.84
2900000,"Tuesday, 23 November 2021",Earlwood,2,4,2,645,House,17741,35412,220.1,9.84
2367000,"Monday, 11 October 2021",East Gosford,2,4,2,956,House,4238,31252,220.1,49.55
3200000,"Saturday, 13 November 2021",East Ryde,2,4,2,607,House,2454,46800,220.1,9.19
1000000,"Monday, 13 December 2021",Eastern Creek,2,4,2,910,House,827,33852,220.1,34.17
2932000,"Wednesday, 15 December 2021",Eastwood,2,4,2,954,House,17865,30368,220.1,14.34
2470000,"Thursday, 18 November 2021",Eastwood,2,4,2,714,House,17865,30368,220.1,14.34
2200000,"Monday, 20 December 2021",Eastwood,2,4,2,879,House,17865,30368,220.1,14.34
1200000,"Saturday, 23 October 2021",Edensor Park,2,4,2,578,House,9772,25376,220.1,30.78
1240000,"Thursday, 23 December 2021",Edensor Park,2,4,2,651,House,9772,25376,220.1,30.78
1300000,"Friday, 17 December 2021",Edmondson Park,2,4,2,365,House,2271,42640,220.1,34.95
1040000,"Friday, 26 November 2021",Edmondson Park,2,4,2,367,House,2271,42640,220.1,34.95
1200000,"Saturday, 30 October 2021",Edmondson Park,2,4,2,450,House,2271,42640,220.1,34.95
1100000,"Friday, 17 December 2021",Edmondson Park,2,4,2,468,House,2271,42640,220.1,34.95
1060000,"Tuesday, 16 November 2021",Edmondson Park,2,4,2,432,House,2271,42640,220.1,34.95
1266000,"Sunday, 19 December 2021",Edmondson Park,2,4,2,450,House,2271,42640,220.1,34.95
1138000,"Sunday, 19 December 2021",Edmondson Park,2,4,2,485,House,2271,42640,220.1,34.95
1550000,"Sunday, 19 December 2021",Edmondson Park,2,4,2,450,House,2271,42640,220.1,34.95
2730000,"Tuesday, 14 September 2021",Elanora Heights,2,4,2,556,House,4357,44460,220.1,19.05
2275000,"Tuesday, 30 November 2021",Elanora Heights,2,4,2,883,House,4357,44460,220.1,19.05
1130000,"Monday, 13 December 2021",Elderslie,2,4,2,495,House,6005,43160,220.1,50.48
1285000,"Tuesday, 21 December 2021",Elderslie,2,4,2,600,House,6005,43160,220.1,50.48
1250000,"Tuesday, 21 September 2021",Elderslie,2,4,2,486,House,6005,43160,220.1,50.48
1100000,"Thursday, 28 October 2021",Elderslie,2,4,2,499,House,6005,43160,220.1,50.48
1050000,"Friday, 24 December 2021",Elderslie,2,4,2,502,House,6005,43160,220.1,50.48
1100000,"Thursday, 16 December 2021",Elderslie,2,4,2,558,House,6005,43160,220.1,50.48
1420000,"Saturday, 23 October 2021",Elizabeth Hills,2,4,2,450,House,2535,39468,220.1,33.68
1400000,"Tuesday, 26 October 2021",Elizabeth Hills,2,4,2,471,House,2535,39468,220.1,33.68
1050000,"Monday, 15 November 2021",Emu Heights,2,4,2,819,House,3289,42016,220.1,53.98
1150000,"Monday, 25 October 2021",Emu Plains,2,4,2,406,House,8421,37388,220.1,52.26
1450000,"Friday, 19 November 2021",Engadine,2,4,2,607,House,17375,41756,220.1,27.77
3750000,"Wednesday, 15 December 2021",Enmore,2,4,2,369,House,3880,53872,220.1,5.37
2000000,"Saturday, 20 November 2021",Epping,2,4,2,689,House,23688,37024,220.1,15.95
2730000,"Monday, 29 November 2021",Epping,2,4,2,1069,House,23688,37024,220.1,15.95
2050000,"Friday, 17 December 2021",Epping,2,4,2,784,House,23688,37024,220.1,15.95
1650000,"Friday, 29 October 2021",Erina,2,4,2,557,House,4774,28340,220.1,50.24
1300000,"Tuesday, 21 December 2021",Erina,2,4,2,662,House,4774,28340,220.1,50.24
1250000,"Monday, 25 October 2021",Erina,2,4,2,597,House,4774,28340,220.1,50.24
1400000,"Monday, 13 December 2021",Erina,2,4,2,582,House,4774,28340,220.1,50.24
1900000,"Monday, 25 October 2021",Ermington,2,4,2,645,House,10737,33644,220.1,15
2080000,"Saturday, 20 November 2021",Ermington,2,4,2,521,House,10737,33644,220.1,15
2380000,"Saturday, 20 November 2021",Ermington,2,4,2,708,House,10737,33644,220.1,15
1570000,"Saturday, 11 December 2021",Ermington,2,4,2,328,House,10737,33644,220.1,15
1165000,"Wednesday, 27 October 2021",Erskine Park,2,4,2,664,House,6436,40612,220.1,38.85
1517000,"Wednesday, 22 September 2021",Ettalong Beach,2,4,2,519,House,4793,25792,220.1,40.41
1147000,"Saturday, 23 October 2021",Fairfield East,2,4,2,556,House,5273,21008,220.1,21.93
1425000,"Wednesday, 10 November 2021",Fairfield Heights,2,4,2,760,House,7517,20696,220.1,24.84
3400000,"Saturday, 9 October 2021",Fairlight,2,4,2,455,House,5840,65000,220.1,9.88
1200000,"Tuesday, 26 October 2021",Faulconbridge,2,4,2,1133,House,4025,41184,220.1,63.97
1160000,"Tuesday, 28 September 2021",Faulconbridge,2,4,2,1121,House,4025,41184,220.1,63.97
2905000,"Thursday, 18 November 2021",Forestville,2,4,2,705,House,8329,39884,220.1,11.47
2350000,"Saturday, 13 November 2021",Forestville,2,4,2,830,House,8329,39884,220.1,11.47
2680000,"Saturday, 20 November 2021",Forestville,2,4,2,702,House,8329,39884,220.1,11.47
1650000,"Friday, 22 October 2021",Forresters Beach,2,4,2,544,House,2900,35932,220.1,56.07
1520000,"Sunday, 24 October 2021",Forresters Beach,2,4,2,514,House,2900,35932,220.1,56.07
2600000,"Thursday, 25 November 2021",Frenchs Forest,2,4,2,930,House,13473,44876,220.1,12.68
2500000,"Thursday, 21 October 2021",Frenchs Forest,2,4,2,841,House,13473,44876,220.1,12.68
1782000,"Friday, 12 November 2021",Girraween,2,4,2,920,House,5590,35152,220.1,25.65
3700000,"Thursday, 11 November 2021",Gladesville,2,4,2,747,House,11827,48568,220.1,8.76
1080000,"Friday, 19 November 2021",Gledswood Hills,2,4,2,400,House,22,14248,220.1,42.7
1850000,"Friday, 29 October 2021",Gledswood Hills,2,4,2,533,House,22,14248,220.1,42.7
1250000,"Friday, 24 December 2021",Gledswood Hills,2,4,2,426,House,22,14248,220.1,42.7
1185000,"Tuesday, 28 September 2021",Gledswood Hills,2,4,2,424,House,22,14248,220.1,42.7
1112000,"Tuesday, 16 November 2021",Gledswood Hills,2,4,2,400,House,22,14248,220.1,42.7
1300000,"Sunday, 21 November 2021",Gledswood Hills,2,4,2,501,House,22,14248,220.1,42.7
1030000,"Monday, 15 November 2021",Gledswood Hills,2,4,2,421,House,22,14248,220.1,42.7
1150000,"Monday, 18 October 2021",Gledswood Hills,2,4,2,517,House,22,14248,220.1,42.7
1225000,"Saturday, 18 September 2021",Glen Alpine,2,4,2,801,House,4559,41912,220.1,47.41
1310000,"Saturday, 9 October 2021",Glen Alpine,2,4,2,696,House,4559,41912,220.1,47.41
1075000,"Thursday, 25 November 2021",Glen Alpine,2,4,2,801,House,4559,41912,220.1,47.41
1340000,"Thursday, 16 December 2021",Glenbrook,2,4,2,697,House,5051,43992,220.1,55.19
1600000,"Saturday, 9 October 2021",Glenbrook,2,4,2,695,House,5051,43992,220.1,55.19
1108000,"Tuesday, 19 October 2021",Glenfield,2,4,2,665,House,9633,37024,220.1,31.57
1105000,"Friday, 17 December 2021",Glenmore Park,2,4,2,813,House,23004,45916,220.1,49.65
1030000,"Monday, 20 December 2021",Glenmore Park,2,4,2,722,House,23004,45916,220.1,49.65
1157000,"Friday, 17 December 2021",Glenmore Park,2,4,2,450,House,23004,45916,220.1,49.65
1800000,"Tuesday, 21 December 2021",Glenmore Park,2,4,2,800,House,23004,45916,220.1,49.65
6120000,"Thursday, 30 September 2021",Gordon,2,4,2,2004,House,7668,44564,220.1,12.96
1860000,"Tuesday, 16 November 2021",Grays Point,2,4,2,847,House,3125,47268,220.1,24.3
1510000,"Friday, 24 September 2021",Grays Point,2,4,2,573,House,3125,47268,220.1,24.3
1800000,"Tuesday, 26 October 2021",Green Point,2,4,2,588,House,6405,31824,220.1,48.42
1162000,"Tuesday, 26 October 2021",Green Point,2,4,2,621,House,6405,31824,220.1,48.42
1162000,"Tuesday, 26 October 2021",Green Point,2,4,2,621,House,169,24960,220.1,49.63
1800000,"Tuesday, 26 October 2021",Green Point,2,4,2,588,House,169,24960,220.1,49.63
1150000,"Tuesday, 21 September 2021",Green Point,2,4,2,665,House,6405,31824,220.1,48.42
1150000,"Tuesday, 21 September 2021",Green Point,2,4,2,665,House,169,24960,220.1,49.63
1110000,"Saturday, 27 November 2021",Green Valley,2,4,2,582,House,12516,26312,220.1,31.75
1200000,"Tuesday, 16 November 2021",Green Valley,2,4,2,626,House,12516,26312,220.1,31.75
1288000,"Saturday, 30 October 2021",Greenfield Park,2,4,2,588,House,5092,23192,220.1,29.37
1070000,"Saturday, 20 November 2021",Greenfield Park,2,4,2,560,House,5092,23192,220.1,29.37
1050000,"Tuesday, 23 November 2021",Gregory Hills,2,4,2,500,House,4985,51116,220.1,43.95
1050000,"Wednesday, 13 October 2021",Gregory Hills,2,4,2,450,House,4985,51116,220.1,43.95
1163000,"Monday, 25 October 2021",Gregory Hills,2,4,2,541,House,4985,51116,220.1,43.95
1155000,"Sunday, 17 October 2021",Gregory Hills,2,4,2,310,House,4985,51116,220.1,43.95
1310000,"Friday, 29 October 2021",Gregory Hills,2,4,2,450,House,4985,51116,220.1,43.95
1080000,"Tuesday, 30 November 2021",Greystanes,2,4,2,550,House,22802,33800,220.1,25.53
1950000,"Saturday, 25 September 2021",Gymea Bay,2,4,2,619,House,6892,44460,220.1,23.38
1830000,"Friday, 17 September 2021",Gymea Bay,2,4,2,3237,House,6892,44460,220.1,23.38
1300000,"Friday, 22 October 2021",Hamlyn Terrace,2,4,2,464,House,6069,29952,220.1,72.13
1540000,"Friday, 22 October 2021",Harrington Park,2,4,2,770,House,10663,44668,220.1,47.35
1600000,"Friday, 26 November 2021",Harrington Park,2,4,2,727,House,10663,44668,220.1,47.35
1525000,"Tuesday, 16 November 2021",Harrington Park,2,4,2,757,House,10663,44668,220.1,47.35
1495000,"Wednesday, 24 November 2021",Harrington Park,2,4,2,702,House,10663,44668,220.1,47.35
1410000,"Tuesday, 12 October 2021",Harrington Park,2,4,2,718,House,10663,44668,220.1,47.35
1015000,"Wednesday, 10 November 2021",Horningsea Park,2,4,2,553,House,3729,35880,220.1,34.99
1040000,"Monday, 18 October 2021",Horningsea Park,2,4,2,511,House,3729,35880,220.1,34.99
1425000,"Saturday, 13 November 2021",Horningsea Park,2,4,2,710,House,3729,35880,220.1,34.99
1600000,"Friday, 12 November 2021",Hornsby,2,4,2,307,House,22168,38792,220.1,21.2
2075000,"Saturday, 16 October 2021",Hornsby,2,4,2,891,House,22168,38792,220.1,21.2
2011000,"Thursday, 11 November 2021",Hornsby Heights,2,4,2,1347,House,6305,43576,220.1,25.37
1850000,"Tuesday, 12 October 2021",Hornsby Heights,2,4,2,929,House,6305,43576,220.1,25.37
5730000,"Tuesday, 9 November 2021",Hunters Hill,2,4,2,537,House,9528,48828,220.1,6.95
2215000,"Friday, 12 November 2021",Hurstville,2,4,2,506,House,29822,25116,220.1,14.81
1910000,"Wednesday, 15 December 2021",Hurstville Grove,2,4,2,638,House,2663,37180,220.1,16.45
1005000,"Monday, 13 December 2021",Ingleburn,2,4,2,824,House,15039,33124,220.1,36.04
1027500,"Tuesday, 12 October 2021",Jordan Springs,2,4,2,463,House,5156,50076,220.1,46.85
1025000,"Thursday, 16 December 2021",Jordan Springs,2,4,2,450,House,5156,50076,220.1,46.85
1035000,"Wednesday, 24 November 2021",Jordan Springs,2,4,2,450,House,5156,50076,220.1,46.85
1180000,"Wednesday, 17 November 2021",Jordan Springs,2,4,2,483,House,5156,50076,220.1,46.85
1060000,"Monday, 25 October 2021",Kariong,2,4,2,810,House,6385,36556,220.1,45.8
1150000,"Tuesday, 12 October 2021",Kariong,2,4,2,601,House,6385,36556,220.1,45.8
1095000,"Friday, 17 December 2021",Kariong,2,4,2,731,House,6385,36556,220.1,45.8
1060000,"Wednesday, 10 November 2021",Kariong,2,4,2,702,House,6385,36556,220.1,45.8
2100000,"Tuesday, 26 October 2021",Kellyville,2,4,2,718,House,27971,46228,220.1,30.08
2000000,"Saturday, 11 December 2021",Kellyville,2,4,2,579,House,27971,46228,220.1,30.08
1550000,"Tuesday, 30 November 2021",Kellyville,2,4,2,765,House,27971,46228,220.1,30.08
2400000,"Wednesday, 24 November 2021",Kellyville,2,4,2,601,House,27971,46228,220.1,30.08
2120000,"Saturday, 18 December 2021",Kellyville,2,4,2,725,House,27971,46228,220.1,30.08
2022000,"Saturday, 13 November 2021",Kellyville,2,4,2,600,House,27971,46228,220.1,30.08
1600000,"Wednesday, 10 November 2021",Kellyville Ridge,2,4,2,639,House,10468,51532,220.1,32.23
1535000,"Friday, 15 October 2021",Kellyville Ridge,2,4,2,520,House,10468,51532,220.1,32.23
1540000,"Thursday, 21 October 2021",Kellyville Ridge,2,4,2,506,House,10468,51532,220.1,32.23
2200000,"Saturday, 18 September 2021",Kensington,2,4,2,285,House,15004,26728,220.1,5.45
2617000,"Saturday, 18 September 2021",Killarney Heights,2,4,2,708,House,4469,43836,220.1,10.33
1010000,"Wednesday, 27 October 2021",Killarney Vale,2,4,2,613,House,7216,30108,220.1,60.03
1190000,"Tuesday, 21 December 2021",Killarney Vale,2,4,2,348,House,7216,30108,220.1,60.03
1377500,"Saturday, 9 October 2021",Killarney Vale,2,4,2,550,House,7216,30108,220.1,60.03
1250000,"Saturday, 9 October 2021",Killarney Vale,2,4,2,556,House,7216,30108,220.1,60.03
2025000,"Friday, 17 September 2021",Killcare,2,4,2,1978,House,473,38584,220.1,40.73
1180000,"Thursday, 11 November 2021",Kincumber,2,4,2,650,House,7093,29432,220.1,47.05
1600000,"Sunday, 14 November 2021",Kings Langley,2,4,2,826,House,9353,42900,220.1,28.37
1340000,"Saturday, 13 November 2021",Kings Langley,2,4,2,697,House,9353,42900,220.1,28.37
4550000,"Saturday, 13 November 2021",Kingsford,2,4,2,613,House,15482,24908,220.1,6.95
2235000,"Monday, 20 December 2021",Kingsgrove,2,4,2,650,House,12446,30576,220.1,13.14
1460000,"Tuesday, 14 December 2021",Kingswood,2,4,2,732,House,9301,33228,220.1,46.09
